"Station Name","PETERBOROUGH"
"Province","ONTARIO"
"Latitude","44.28"
"Longitude","-78.32"
"Elevation","193.50"
"Climate Identifier","6166416"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"B","More than one occurrence and estimated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"","Data for this day has undergone only preliminary quality checking"
"","Partner data that is not subject to review by the National Climate Archives"

"Month","Day","Average Max. Temp. (°C)","Average Min. Temp. (°C)","Frequency of Precip. (%)","Highest Temp. (°C)","Highest Temp.Year","Highest Temp. Period","Highest Temp. Data Quality","Lowest Temp. (°C)","Lowest Temp. Year","Lowest Temp. Period","Lowest Temp. Data Quality","Greatest Precip. (mm)","Greatest Precip. Year","Greatest Precip. Period","Greatest Precip. Data Quality","Greatest Rainfall (mm)","Greatest Rainfall Year","Greatest Rainfall Period","Greatest Rainfall Data Quality","Greatest Snowfall (cm)","Greatest Snowfall Year","Greatest Snowfall Period","Greatest Snowfall Data Quality","Most Snow on the Ground (cm)","Most Snow on the Ground Year","Most Snow on the Ground Period","Most Snow on the Ground Data Quality"
"11","11","","","","18.9","1882","1867-1970",,"-13.3","1933","1867-1970",,"31.5","1940","1866-1970",,"31.5","1940","1866-1970",,"3.8","1899","1866-1970",,"","","-",
"11","12","","","","18.9","1927","1866-1970",,"-15.0","1933","1866-1970",,"29.2","1879","1866-1970",,"29.2","1879","1866-1970",,"10.4","1881","1866-1970",,"","","-",
"11","13","","","","16.7","1909","1866-1970",,"-17.8","1871","1866-1970",,"36.1","1925","1866-1970",,"36.1","1925","1866-1970",,"10.2","1900","1866-1970",,"","","-",
"11","14","","","","15.6","1909","1866-1970",,"-17.2","1873","1866-1970",,"14.5","1959","1866-1970",,"14.5","1959","1866-1970",,"8.9","1924","1866-1970",,"","","-",
"11","15","","","","19.4","1928","1866-1970",,"-18.3","1933","1866-1970",,"61.5","1871","1866-1970",,"51.1","1871","1866-1970",,"10.4","1871","1866-1970",,"","","-",
"11","16","","","","20.0","1928","1866-1970",,"-21.1","1933","1866-1970",,"37.1","1926","1866-1970",,"37.1","1926","1866-1970",,"12.7","1932","1866-1970",,"","","-",
"11","17","","","","18.3","1953","1866-1970",,"-15.6","1911","1866-1970",,"30.2","1952","1866-1970",,"30.2","1952","1866-1970",,"25.4","1920","1866-1970",,"","","-",
"11","18","","","","18.3","1953","1867-1970",,"-17.8","1914","1867-1970",,"20.8","1886","1866-1970",,"20.8","1886","1866-1970",,"10.2","1880","1866-1970",,"","","-",
"11","19","","","","19.4","1941","1866-1970",,"-22.2","1933","1866-1970",,"31.5","1948","1866-1970",,"31.5","1948","1866-1970",,"10.2","1897","1866-1970",,"","","-",
"11","20","","","","17.8","1931","1866-1970",,"-20.0","1932","1866-1970",,"20.6","1970","1866-1970",,"20.6","1970","1866-1970",,"7.6","1867","1866-1970",,"","","-",
"11","21","","","","18.3","1931","1866-1970",,"-17.2","1879","1866-1970",,"22.9","1906","1866-1969",,"22.9","1906","1866-1969",,"6.4","1929","1866-1970",,"","","-",
"11","22","","","","17.8","1913","1866-1970",,"-17.8","1932","1866-1970",,"43.2","1909","1866-1969",,"43.2","1909","1866-1969",,"10.2","1917","1866-1970",,"","","-",
"11","23","","","","18.9","1931","1866-1970",,"-20.6","1932","1866-1970",,"26.4","1961","1866-1970",,"26.4","1961","1866-1970",,"11.9","1869","1866-1970",,"","","-",
"11","24","","","","18.9","1931","1866-1970",,"-20.0","1880","1866-1970",,"20.6","1966","1866-1970",,"20.6","1966","1866-1970",,"19.1","1949","1866-1970",,"","","-",
"11","25","","","","13.3","1908","1867-1970",,"-17.2","1869","1867-1970",,"13.5","1956","1866-1970",,"13.2","1867","1866-1970",,"13.5","1956","1866-1970",,"","","-",
"11","26","","","","15.6","1908","1866-1970",,"-22.8","1880","1866-1970",,"38.4","1877","1866-1970",,"38.4","1877","1866-1970",,"9.7","1946","1866-1970",,"","","-",
"11","27","","","","13.9","1887","1866-1970",,"-21.1","1873","1866-1970",,"15.0","1966","1866-1970",,"15.0","1966","1866-1970",,"10.9","1942","1866-1970",,"","","-",
"11","28","","","","13.3","1934","1866-1970",,"-23.9","1871","1866-1970",,"38.1","1893","1866-1970",,"38.1","1893","1866-1970",,"12.7","1907","1866-1970",,"","","-",
"11","29","","","","12.2","1934","1866-1970",,"-21.7","1891","1866-1970",,"22.9","1919","1866-1970",,"22.9","1919","1866-1970",,"10.2","1930","1866-1970",,"","","-",
"11","30","","","","17.2","1919","1866-1970",,"-23.9","1871","1866-1970",,"33.3","1923","1866-1970",,"33.3","1923","1866-1970",,"14.5","1940","1866-1970",,"","","-",
"12","1","","","","13.9","1962","1866-1970",,"-25.0","1936","1866-1970",,"13.5","1942","1866-1970",,"5.3","1939","1866-1970",,"13.5","1942","1866-1970",,"","","-",
"12","2","","","","11.7","1962","1867-1970",,"-28.3","1871","1867-1970",,"21.6","1912","1866-1970",,"21.6","1912","1866-1970",,"7.6","1882","1866-1970",,"","","-",
"12","3","","","","11.1","1948","1866-1970",,"-25.0","1940","1866-1970",,"15.7","1878","1866-1970",,"15.7","1878","1866-1970",,"12.7","1893","1866-1970",,"","","-",
"12","4","","","","12.2","1961","1866-1970",,"-24.4","1906","1866-1970",,"30.5","1866","1866-1970",,"30.5","1866","1866-1970",,"21.6","1940","1866-1970",,"","","-",
"12","5","","","","13.9","1941","1866-1970",,"-24.4","1871","1866-1970",,"30.5","1898","1866-1970",,"19.1","1955","1866-1970",,"30.5","1898","1866-1970",,"","","-",
"12","6","","","","13.3","1912","1866-1970",,"-27.8","1871","1866-1970",,"24.9","1966","1866-1970",,"24.9","1966","1866-1970",,"10.2","1891","1866-1970",,"","","-",
"12","7","","","","15.0","1951","1866-1970",,"-25.6","1906","1866-1970",,"39.4","1884","1866-1970",,"39.4","1884","1866-1970",,"16.8","1947","1866-1970",,"","","-",
"12","8","","","","15.0","1966","1866-1970",,"-31.1","1906","1866-1970",,"16.3","1866","1866-1970",,"16.3","1866","1866-1970",,"14.0","1926","1866-1970",,"","","-",
"12","9","","","","13.9","1966","1867-1970",,"-26.7","1902","1867-1970",,"13.2","1952","1866-1970",,"13.2","1952","1866-1970",,"10.2","1878","1866-1970",,"","","-",
"12","10","","","","11.1","1911","1866-1970",,"-28.3","1908","1866-1970",,"21.6","1907","1866-1970",,"21.6","1907","1866-1970",,"11.4","1867","1866-1970",,"","","-",
"12","11","","","","11.1","1911","1866-1970",,"-24.4","1893","1866-1970",,"24.9","1878","1866-1970",,"24.9","1878","1866-1970",,"14.0","1963","1866-1970",,"","","-",
"12","12","","","","11.7","1949","1866-1970",,"-26.1","1867","1866-1970",,"24.1","1944","1866-1970",,"21.3","1946","1866-1970",,"24.1","1944","1866-1970",,"","","-",
"12","13","","","","11.1","1923","1866-1970",,"-31.1","1893","1866-1970",,"20.3","1909","1866-1970",,"18.5","1923","1866-1970",,"19.1","1961","1866-1970",,"","","-",
"12","14","","","","11.1","1881","1866-1970",,"-27.2","1867","1866-1970",,"43.2","1901","1866-1970",,"38.1","1901","1866-1970",,"20.3","1907","1866-1970",,"","","-",
"12","15","","","","10.0","1911","1866-1970",,"-25.0","1904","1866-1970",,"22.1","1897","1866-1970",,"22.1","1897","1866-1970",,"15.2","1893","1866-1970",,"","","-",
"12","16","","","","8.9","1894","1867-1970",,"-31.7","1917","1867-1970",,"32.0","1869","1866-1970",,"25.4","1869","1866-1970",,"12.7","1970","1866-1970",,"","","-",
"12","17","","","","7.8","1894","1866-1970",,"-26.1","1910","1866-1970",,"20.3","1921","1866-1970",,"20.3","1921","1866-1970",,"10.2","1897","1866-1970",,"","","-",
"12","18","","","","8.9","1928","1866-1970",,"-26.7","1919","1866-1970",,"16.5","1921","1866-1970",,"8.9","1921","1866-1970",,"11.4","1951","1866-1970",,"","","-",
"12","19","","","","10.6","1923","1866-1970",,"-31.1","1867","1866-1970",,"16.5","1936","1866-1970",,"8.9","1899","1866-1970",,"16.5","1936","1866-1970",,"","","-",
"12","20","","","","12.8","1957","1866-1970",,"-31.1","1871","1866-1970",,"29.2","1951","1866-1970",,"22.4","1949","1866-1970",,"29.2","1951","1866-1970",,"","","-",
"12","21","","","","13.3","1895","1866-1970",,"-39.4","1871","1866-1970",,"27.9","1905","1866-1970",,"25.4","1882","1866-1970",,"27.9","1905","1866-1970",,"","","-",
"12","22","","","","13.9","1949","1866-1970",,"-30.0","1958","1866-1970",,"14.0","1869","1866-1970",,"13.7","1931","1866-1970",,"11.4","1916","1866-1970",,"","","-",
"12","23","","","","10.0","1893","1867-1970",,"-28.3","1870","1867-1970",,"18.0","1932","1866-1970",,"18.0","1932","1866-1970",,"15.2","1913","1866-1970",,"","","-",
"12","24","","","","8.9","1931","1866-1970",,"-30.0","1872","1866-1970",,"31.5","1941","1866-1970",,"31.5","1941","1866-1970",,"14.0","1884","1866-1970",,"","","-",
"12","25","","","","12.2","1940","1866-1970",,"-30.6","1872","1866-1970",,"15.2","1893","1866-1970",,"15.2","1893","1866-1970",,"15.2","1909","1866-1970",,"","","-",
"12","26","","","","7.8","1867","1866-1970",,"-33.9","1914","1866-1970",,"29.2","1895","1866-1970",,"29.2","1895","1866-1970",,"9.7","1963","1866-1970",,"","","-",
"12","27","","","","10.0","1936","1866-1970",,"-32.2","1925","1866-1970",,"22.9","1968","1866-1970",,"12.2","1904","1866-1970",,"22.9","1968","1866-1970",,"","","-",
"12","28","","","","8.3","1907","1866-1970",,"-30.0","1933","1866-1970",,"17.8","1907","1866-1970",,"17.8","1907","1866-1970",,"15.2","1910","1866-1970",,"","","-",
"12","29","","","","12.8","1893","1866-1970",,"-36.7","1933","1866-1970",,"17.8","1905","1866-1970",,"17.8","1905","1866-1970",,"10.2","1879","1866-1970",,"","","-",
"12","30","","","","8.9","1965","1867-1970",,"-32.8","1917","1867-1970",,"22.9","1907","1866-1970",,"22.9","1907","1866-1970",,"14.7","1867","1866-1970",,"","","-",
"12","31","","","","13.3","1965","1866-1970",,"-32.2","1910","1866-1970",,"27.4","1927","1866-1970",,"21.1","1927","1866-1970",,"20.3","1948","1866-1970",,"","","-",
